Trend,Start Date,End Date,Profit
UP,2017-07-06,2017-07-07,-8.709999999999127
DOWN,2017-07-07,2017-07-13,-676.75
UP,2017-07-13,2017-07-14,-16.63000000000102
DOWN,2017-07-14,2017-07-17,-54.029999999998836
UP,2017-07-17,2017-07-18,-363.78999999999724
DOWN,2017-07-18,2017-07-19,-244.35999999999694
UP,2017-07-19,2017-07-20,-50.94999999999709
DOWN,2017-07-20,2017-07-24,-341.4699999999975
UP,2017-07-24,2017-07-25,-17.599999999998545
DOWN,2017-07-25,2017-07-27,-155.02999999999884
UP,2017-07-27,2017-07-28,-73.41999999999825
DOWN,2017-07-28,2017-08-01,-265.28999999999724
UP,2017-08-01,2017-08-03,-337.28999999999724
DOWN,2017-08-03,2017-08-04,-87.52999999999884
UP,2017-08-04,2017-08-11,-1111.8199999999997
DOWN,2017-08-11,2017-08-17,-581.869999999999
UP,2017-08-17,2017-08-21,-536.6100000000006
DOWN,2017-08-21,2017-08-28,-491.97000000000116
UP,2017-08-28,2017-08-29,-362.4300000000003
DOWN,2017-08-29,2017-09-01,-503.84000000000015
UP,2017-09-01,2017-09-04,-189.97999999999956
DOWN,2017-09-04,2017-09-05,-107.29999999999927
UP,2017-09-05,2017-09-06,-147.5799999999981
DOWN,2017-09-06,2017-09-18,-761.7899999999972
UP,2017-09-18,2017-09-27,-1263.949999999997
DOWN,2017-09-27,2017-10-04,-511.8999999999978
UP,2017-10-04,2017-10-05,-79.68000000000029
DOWN,2017-10-05,2017-10-10,-332.380000000001
UP,2017-10-10,2017-10-11,-90.41999999999825
DOWN,2017-10-11,2017-10-16,-799.6499999999978
UP,2017-10-16,2017-10-19,-243.6800000000003
DOWN,2017-10-19,2017-10-30,-876.2000000000044
UP,2017-10-30,2017-10-31,-53.03000000000611
DOWN,2017-10-31,2017-11-01,-387.1399999999994
UP,2017-11-01,2017-11-02,-27.049999999995634
DOWN,2017-11-02,2017-11-06,-157.97000000000116
UP,2017-11-06,2017-11-08,-512.3800000000047
DOWN,2017-11-08,2017-11-10,-95.75
UP,2017-11-10,2017-11-15,-554.119999999999
DOWN,2017-11-15,2017-11-27,-964.0000000000036
UP,2017-11-27,2017-12-01,-891.5
DOWN,2017-12-01,2017-12-04,-36.779999999998836
UP,2017-12-04,2017-12-06,-272.5400000000009
DOWN,2017-12-06,2017-12-11,-858.6100000000006
UP,2017-12-11,2017-12-13,-402.75
DOWN,2017-12-13,2017-12-19,-783.6999999999971
UP,2017-12-19,2017-12-21,-80.45999999999913
DOWN,2017-12-21,2017-12-26,-254.33000000000175
UP,2017-12-26,2017-12-28,-162.58000000000175
DOWN,2017-12-28,2017-12-29,-208.8000000000029
UP,2017-12-29,2018-01-03,-263.45000000000437
DOWN,2018-01-03,2018-01-09,-649.810000000005
UP,2018-01-09,2018-01-10,-10.12000000000262
DOWN,2018-01-10,2018-01-15,-410.4400000000023
UP,2018-01-15,2018-01-16,-72.45999999999913
DOWN,2018-01-16,2018-01-24,-1390.5899999999965
UP,2018-01-24,2018-01-25,-111.19999999999709
DOWN,2018-01-25,2018-01-29,-232.80999999999767
UP,2018-01-29,2018-02-07,-2200.540000000001
DOWN,2018-02-07,2018-02-08,-330.45000000000437
UP,2018-02-08,2018-02-09,-407.40000000000146
DOWN,2018-02-09,2018-02-12,-294.7099999999991
UP,2018-02-12,2018-02-14,-144.52000000000407
DOWN,2018-02-14,2018-02-15,-141.52000000000407
UP,2018-02-15,2018-02-20,-593.8800000000047
DOWN,2018-02-20,2018-02-21,-141.27000000000407
UP,2018-02-21,2018-02-22,-25.360000000000582
DOWN,2018-02-22,2018-02-26,-626.25
UP,2018-02-26,2018-03-07,-1412.6600000000035
DOWN,2018-03-07,2018-03-08,-318.4800000000032
UP,2018-03-08,2018-03-09,-44.43000000000029
DOWN,2018-03-09,2018-03-12,-610.8000000000029
UP,2018-03-12,2018-03-19,-994.8199999999997
DOWN,2018-03-19,2018-03-21,-213.05999999999767
UP,2018-03-21,2018-03-23,-539.6399999999994
DOWN,2018-03-23,2018-03-27,-577.8499999999985
UP,2018-03-27,2018-03-28,-205.70999999999913
DOWN,2018-03-28,2018-04-03,-401.9499999999971
UP,2018-04-03,2018-04-04,-351.5599999999977
DOWN,2018-04-04,2018-04-17,-1375.989999999998
UP,2018-04-17,2018-04-18,-63.37999999999738
DOWN,2018-04-18,2018-04-19,-95.61000000000058
UP,2018-04-19,2018-04-20,-11.709999999999127
DOWN,2018-04-20,2018-04-24,-201.05999999999767
UP,2018-04-24,2018-04-25,-115.37000000000262
DOWN,2018-04-25,2018-05-02,-675.1500000000015
UP,2018-05-02,2018-05-04,-261.0400000000009
DOWN,2018-05-04,2018-05-09,-403.97000000000116
UP,2018-05-09,2018-05-10,-73.08000000000175
DOWN,2018-05-10,2018-05-14,-310.4400000000023
UP,2018-05-14,2018-05-21,-940.5800000000017
DOWN,2018-05-21,2018-05-22,-35.11000000000058
UP,2018-05-22,2018-05-23,-306.32999999999447
DOWN,2018-05-23,2018-05-28,-820.5699999999997
UP,2018-05-28,2018-05-30,-259.3700000000026
DOWN,2018-05-30,2018-05-31,-416.2699999999968
UP,2018-05-31,2018-06-05,-419.16999999999825
DOWN,2018-06-05,2018-06-07,-559.8700000000026
UP,2018-06-07,2018-06-08,-19.410000000003492
DOWN,2018-06-08,2018-06-13,-295.49000000000524
UP,2018-06-13,2018-06-14,-139.34000000000378
DOWN,2018-06-14,2018-06-15,-22.31999999999971
UP,2018-06-15,2018-06-19,-335.40000000000146
DOWN,2018-06-19,2018-06-20,-260.5900000000038
UP,2018-06-20,2018-06-21,-114.94000000000233
DOWN,2018-06-21,2018-06-22,-257.2099999999991
UP,2018-06-22,2018-06-25,-219.25
DOWN,2018-06-25,2018-06-26,-19.69000000000233
UP,2018-06-26,2018-06-28,-452.40000000000146
DOWN,2018-06-28,2018-06-29,-385.8400000000038
UP,2018-06-29,2018-07-02,-159.0699999999997
DOWN,2018-07-02,2018-07-04,-380.98999999999796
UP,2018-07-04,2018-07-05,-70.84999999999854
DOWN,2018-07-05,2018-07-12,-973.8600000000006
UP,2018-07-12,2018-07-16,-224.6400000000067
DOWN,2018-07-16,2018-07-17,-196.19000000000233
UP,2018-07-17,2018-07-19,-168.72999999999593
DOWN,2018-07-19,2018-07-31,-1255.3499999999985
UP,2018-07-31,2018-08-02,-441.41999999999825
DOWN,2018-08-02,2018-08-06,-526.7299999999959
UP,2018-08-06,2018-08-07,-26.089999999996508
DOWN,2018-08-07,2018-08-09,-358.5699999999997
UP,2018-08-09,2018-08-13,-379.47000000000116
DOWN,2018-08-13,2018-08-14,-207.09999999999854
UP,2018-08-14,2018-08-16,-188.44000000000233
DOWN,2018-08-16,2018-08-23,-673.2000000000044
UP,2018-08-23,2018-08-24,-84.95999999999913
DOWN,2018-08-24,2018-08-28,-644.8299999999945
UP,2018-08-28,2018-09-05,-878.3199999999997
DOWN,2018-09-05,2018-09-07,-371.51000000000204
UP,2018-09-07,2018-09-11,-976.6900000000023
DOWN,2018-09-11,2018-09-14,-677.510000000002
UP,2018-09-14,2018-09-24,-1785.6200000000026
DOWN,2018-09-24,2018-09-25,-347.0400000000009
UP,2018-09-25,2018-09-28,-424.91999999999825
DOWN,2018-09-28,2018-10-01,-299.0
UP,2018-10-01,2018-10-05,-2149.1500000000015
DOWN,2018-10-05,2018-10-08,-97.38999999999942
UP,2018-10-08,2018-10-09,-174.90999999999622
DOWN,2018-10-09,2018-10-10,-461.41999999999825
UP,2018-10-10,2018-10-11,-759.739999999998
DOWN,2018-10-11,2018-10-16,-1161.3300000000017
UP,2018-10-16,2018-10-23,-1315.25
DOWN,2018-10-23,2018-10-24,-186.72999999999593
UP,2018-10-24,2018-10-26,-684.6500000000015
DOWN,2018-10-26,2018-10-29,-718.0900000000038
UP,2018-10-29,2018-10-30,-176.27000000000407
DOWN,2018-10-30,2018-10-31,-550.9200000000055
UP,2018-10-31,2018-11-01,-10.080000000001746
DOWN,2018-11-01,2018-11-02,-579.6800000000003
UP,2018-11-02,2018-11-05,-60.7300000000032
DOWN,2018-11-05,2018-11-07,-286.76000000000204
UP,2018-11-07,2018-11-12,-424.6900000000023
DOWN,2018-11-12,2018-11-13,-331.5
UP,2018-11-13,2018-11-14,-2.5
DOWN,2018-11-14,2018-11-19,-632.8899999999994
UP,2018-11-19,2018-11-22,-793.8600000000006
DOWN,2018-11-22,2018-12-03,-1259.9800000000032
UP,2018-12-03,2018-12-06,-928.8700000000026
DOWN,2018-12-06,2018-12-07,-361.1200000000026
UP,2018-12-07,2018-12-10,-713.5299999999988
DOWN,2018-12-10,2018-12-19,-1524.6100000000006
UP,2018-12-19,2018-12-24,-1014.1800000000003
DOWN,2018-12-24,2018-12-28,-606.5699999999997
UP,2018-12-28,2018-12-31,-8.389999999999418
DOWN,2018-12-31,2019-01-01,-186.23999999999796
UP,2019-01-01,2019-01-03,-740.8600000000006
DOWN,2019-01-03,2019-01-09,-699.2000000000044
UP,2019-01-09,2019-01-14,-359.3500000000058
DOWN,2019-01-14,2019-01-21,-725.4000000000015
UP,2019-01-21,2019-01-23,-470.48999999999796
DOWN,2019-01-23,2019-01-24,-86.62999999999738
UP,2019-01-24,2019-01-30,-603.8499999999985
DOWN,2019-01-30,2019-02-06,-1383.9800000000032
UP,2019-02-06,2019-02-19,-1622.6200000000026
DOWN,2019-02-19,2019-02-21,-545.739999999998
UP,2019-02-21,2019-02-22,-26.869999999995343
DOWN,2019-02-22,2019-02-25,-341.8999999999942
UP,2019-02-25,2019-02-28,-345.93999999999505
DOWN,2019-02-28,2019-03-07,-857.9799999999959
UP,2019-03-07,2019-03-08,-53.98999999999796
DOWN,2019-03-08,2019-03-20,-1715.3199999999997
UP,2019-03-20,2019-03-25,-577.8399999999965
DOWN,2019-03-25,2019-03-26,-424.5
UP,2019-03-26,2019-03-27,-100.53000000000611
DOWN,2019-03-27,2019-04-02,-923.7700000000041
UP,2019-04-02,2019-04-04,-371.9300000000003
DOWN,2019-04-04,2019-04-05,-177.51000000000204
UP,2019-04-05,2019-04-08,-161.70000000000437
DOWN,2019-04-08,2019-04-09,-238.69000000000233
UP,2019-04-09,2019-04-10,-353.8700000000026
DOWN,2019-04-10,2019-04-16,-690.2900000000009
UP,2019-04-16,2019-04-23,-710.760000000002
DOWN,2019-04-23,2019-04-24,-489.8000000000029
UP,2019-04-24,2019-04-25,-323.8199999999997
DOWN,2019-04-25,2019-04-26,-336.47000000000116
UP,2019-04-26,2019-05-13,-1976.510000000002
DOWN,2019-05-13,2019-05-14,-227.70999999999913
UP,2019-05-14,2019-05-15,-203.65000000000146
DOWN,2019-05-15,2019-05-20,-2237.790000000001
UP,2019-05-20,2019-05-21,-382.86999999999534
DOWN,2019-05-21,2019-05-22,-140.40999999999622
UP,2019-05-22,2019-05-23,-298.8199999999997
DOWN,2019-05-23,2019-05-28,-938.3400000000038
UP,2019-05-28,2019-05-29,-247.6800000000003
DOWN,2019-05-29,2019-05-30,-329.91999999999825
UP,2019-05-30,2019-05-31,-117.77000000000407
DOWN,2019-05-31,2019-06-03,-553.4200000000055
UP,2019-06-03,2019-06-06,-737.9000000000015
DOWN,2019-06-06,2019-06-11,-420.73999999999796
UP,2019-06-11,2019-06-17,-989.6699999999983
DOWN,2019-06-17,2019-06-20,-640.8399999999965
UP,2019-06-20,2019-06-24,-478.66999999999825
DOWN,2019-06-24,2019-06-26,-469.1200000000026
UP,2019-06-26,2019-06-28,-197.44000000000233
DOWN,2019-06-28,2019-07-04,-513.4199999999983
UP,2019-07-04,2019-07-08,-1187.489999999998
DOWN,2019-07-08,2019-07-09,-10.25
UP,2019-07-09,2019-07-10,-173.77999999999884
DOWN,2019-07-10,2019-07-11,-266.0699999999997
UP,2019-07-11,2019-07-12,-86.87999999999738
DOWN,2019-07-12,2019-07-17,-479.4099999999962
UP,2019-07-17,2019-07-25,-1384.6599999999962
DOWN,2019-07-25,2019-07-26,-51.80999999999767
UP,2019-07-26,2019-07-30,-485.5500000000029
DOWN,2019-07-30,2019-07-31,-83.88000000000466
UP,2019-07-31,2019-08-01,-462.8000000000029
DOWN,2019-08-01,2019-08-02,-99.90000000000146
UP,2019-08-02,2019-08-05,-418.38000000000466
DOWN,2019-08-05,2019-08-06,-277.01000000000204
UP,2019-08-06,2019-08-07,-286.34999999999854
DOWN,2019-08-07,2019-08-09,-891.4100000000035
UP,2019-08-09,2019-08-13,-623.75
DOWN,2019-08-13,2019-08-19,-444.32999999999447
UP,2019-08-19,2019-08-22,-929.5599999999977
DOWN,2019-08-22,2019-08-27,-1168.3399999999965
UP,2019-08-27,2019-08-29,-572.3399999999965
DOWN,2019-08-29,2019-08-30,-263.8600000000006
UP,2019-08-30,2019-09-03,-769.8799999999974
DOWN,2019-09-03,2019-09-04,-161.82999999999447
UP,2019-09-04,2019-09-05,-80.31999999999971
DOWN,2019-09-05,2019-09-11,-626.4000000000015
UP,2019-09-11,2019-09-12,-166.54000000000087
DOWN,2019-09-12,2019-09-13,-280.7099999999991
UP,2019-09-13,2019-09-17,-903.9000000000015
DOWN,2019-09-17,2019-09-18,-82.79000000000087
UP,2019-09-18,2019-09-19,-470.4099999999962
DOWN,2019-09-19,2019-09-24,-3003.6699999999983
UP,2019-09-24,2019-09-25,-503.6200000000026
DOWN,2019-09-25,2019-09-26,-396.22000000000116
UP,2019-09-26,2019-10-07,-1457.7599999999948
DOWN,2019-10-07,2019-10-09,-645.9699999999939
UP,2019-10-09,2019-10-10,-297.54999999999563
DOWN,2019-10-10,2019-10-18,-1417.979999999996
UP,2019-10-18,2019-10-22,-334.5400000000009
DOWN,2019-10-22,2019-10-23,-94.99000000000524
UP,2019-10-23,2019-10-24,-38.44000000000233
DOWN,2019-10-24,2019-11-04,-1281.5699999999997
UP,2019-11-04,2019-11-05,-53.729999999995925
DOWN,2019-11-05,2019-11-07,-405.50999999999476
UP,2019-11-07,2019-11-08,-330.1299999999974
DOWN,2019-11-08,2019-11-11,-21.470000000001164
UP,2019-11-11,2019-11-13,-229.02000000000407
DOWN,2019-11-13,2019-11-15,-240.63000000000466
UP,2019-11-15,2019-11-18,-72.5
DOWN,2019-11-18,2019-11-20,-367.4499999999971
UP,2019-11-20,2019-11-22,-292.2299999999959
DOWN,2019-11-22,2019-11-25,-529.8199999999997
UP,2019-11-25,2019-11-26,-67.93000000000029
DOWN,2019-11-26,2019-11-28,-308.86999999999534
UP,2019-11-28,2019-11-29,-336.3600000000006
DOWN,2019-11-29,2019-12-02,-8.360000000000582
UP,2019-12-02,2019-12-03,-126.72000000000116
DOWN,2019-12-03,2019-12-04,-174.84000000000378
UP,2019-12-04,2019-12-06,-405.1399999999994
DOWN,2019-12-06,2019-12-09,-42.279999999998836
UP,2019-12-09,2019-12-10,-247.5500000000029
DOWN,2019-12-10,2019-12-13,-769.8300000000017
UP,2019-12-13,2019-12-16,-70.98999999999796
DOWN,2019-12-16,2019-12-20,-742.8199999999997
UP,2019-12-20,2019-12-26,-517.7799999999988
DOWN,2019-12-26,2019-12-27,-411.3799999999974
UP,2019-12-27,2019-12-31,-321.40000000000146
DOWN,2019-12-31,2020-01-02,-372.90000000000146
UP,2020-01-02,2020-01-06,-950.010000000002
DOWN,2020-01-06,2020-01-07,-192.84000000000378
UP,2020-01-07,2020-01-08,-51.7300000000032
DOWN,2020-01-08,2020-01-14,-1134.8899999999994
UP,2020-01-14,2020-01-15,-79.89999999999418
DOWN,2020-01-15,2020-01-17,-72.63999999999942
UP,2020-01-17,2020-01-22,-829.9900000000052
DOWN,2020-01-22,2020-01-24,-497.81000000000495
UP,2020-01-24,2020-01-28,-646.3300000000017
DOWN,2020-01-28,2020-01-29,-231.8000000000029
UP,2020-01-29,2020-02-01,-1463.1300000000047
DOWN,2020-02-01,2020-02-06,-1570.5
UP,2020-02-06,2020-02-10,-326.4099999999962
DOWN,2020-02-10,2020-02-12,-586.2799999999988
UP,2020-02-12,2020-02-18,-671.5200000000041
DOWN,2020-02-18,2020-02-19,-428.6200000000026
UP,2020-02-19,2020-03-02,-3178.980000000003
DOWN,2020-03-02,2020-03-03,-479.6800000000003
UP,2020-03-03,2020-03-04,-214.2199999999939
DOWN,2020-03-04,2020-03-05,-61.12999999999738
UP,2020-03-05,2020-03-09,-2835.6600000000035
DOWN,2020-03-09,2020-03-11,-62.450000000004366
UP,2020-03-11,2020-03-12,-2919.260000000002
DOWN,2020-03-12,2020-03-13,-1325.3400000000038
UP,2020-03-13,2020-03-19,-5815.250000000004
DOWN,2020-03-19,2020-03-20,-1627.7299999999996
UP,2020-03-20,2020-03-23,-3934.7199999999975
DOWN,2020-03-23,2020-03-26,-3965.529999999999
UP,2020-03-26,2020-03-30,-1506.4500000000007
DOWN,2020-03-30,2020-03-31,-1028.170000000002
UP,2020-03-31,2020-04-03,-1877.5400000000009
DOWN,2020-04-03,2020-04-07,-2476.2599999999984
UP,2020-04-07,2020-04-08,-173.25
DOWN,2020-04-08,2020-04-09,-1265.6599999999999
UP,2020-04-09,2020-04-15,-779.8099999999977
DOWN,2020-04-15,2020-04-20,-1268.1899999999987
UP,2020-04-20,2020-04-21,-1011.2900000000009
DOWN,2020-04-21,2020-04-23,-1226.3700000000026
UP,2020-04-23,2020-04-24,-535.8600000000006
DOWN,2020-04-24,2020-04-30,-2390.4000000000015
UP,2020-04-30,2020-05-05,-2264.110000000004
DOWN,2020-05-05,2020-05-06,-232.2400000000016
UP,2020-05-06,2020-05-07,-242.36999999999898
DOWN,2020-05-07,2020-05-08,-199.3199999999997
UP,2020-05-08,2020-05-12,-271.58000000000175
DOWN,2020-05-12,2020-05-13,-637.4900000000016
UP,2020-05-13,2020-05-18,-1979.630000000001
DOWN,2020-05-18,2020-05-21,-903.9200000000019
UP,2020-05-21,2020-05-26,-323.6000000000022
DOWN,2020-05-26,2020-06-03,-3500.2400000000016
UP,2020-06-03,2020-06-04,-128.84000000000378
DOWN,2020-06-04,2020-06-08,-389.88000000000466
UP,2020-06-08,2020-06-09,-413.8899999999994
DOWN,2020-06-09,2020-06-10,-290.3600000000006
UP,2020-06-10,2020-06-11,-708.6800000000003
DOWN,2020-06-11,2020-06-12,-242.5199999999968
UP,2020-06-12,2020-06-15,-552.0899999999965
DOWN,2020-06-15,2020-06-16,-376.41999999999825
UP,2020-06-16,2020-06-17,-97.30000000000291
DOWN,2020-06-17,2020-06-23,-1922.510000000002
UP,2020-06-23,2020-06-25,-588.3300000000017
DOWN,2020-06-25,2020-06-26,-329.16999999999825
UP,2020-06-26,2020-06-30,-255.4699999999939
DOWN,2020-06-30,2020-07-07,-1758.719999999994
UP,2020-07-07,2020-07-08,-345.50999999999476
DOWN,2020-07-08,2020-07-09,-408.6800000000003
UP,2020-07-09,2020-07-10,-143.36000000000058
DOWN,2020-07-10,2020-07-13,-99.36000000000058
UP,2020-07-13,2020-07-14,-660.6300000000047
DOWN,2020-07-14,2020-07-21,-1897.270000000004
UP,2020-07-21,2020-07-22,-58.81000000000495
DOWN,2020-07-22,2020-07-23,-268.95000000000437
UP,2020-07-23,2020-07-27,-205.73999999999796
DOWN,2020-07-27,2020-07-28,-558.2199999999939
UP,2020-07-28,2020-08-03,-1553.3499999999985
DOWN,2020-08-03,2020-08-04,-748.310000000005
UP,2020-08-04,2020-08-05,-24.580000000001746
DOWN,2020-08-05,2020-08-11,-743.6800000000003
UP,2020-08-11,2020-08-14,-529.6700000000055
DOWN,2020-08-14,2020-08-19,-737.4500000000044
UP,2020-08-19,2020-08-20,-394.40000000000146
DOWN,2020-08-20,2020-08-28,-1246.9199999999983
UP,2020-08-28,2020-08-31,-839.0199999999968
DOWN,2020-08-31,2020-09-02,-457.73999999999796
UP,2020-09-02,2020-09-04,-728.8499999999985
DOWN,2020-09-04,2020-09-07,-60.05000000000291
UP,2020-09-07,2020-09-09,-223.31000000000495
DOWN,2020-09-09,2020-09-11,-660.6300000000047
UP,2020-09-11,2020-09-14,-97.92000000000553
DOWN,2020-09-14,2020-09-16,-546.2200000000012
UP,2020-09-16,2020-09-24,-2749.25
DOWN,2020-09-24,2020-09-28,-1428.0299999999988
UP,2020-09-28,2020-09-29,-8.409999999996217
DOWN,2020-09-29,2020-10-14,-2821.519999999997
UP,2020-10-14,2020-10-15,-1066.3299999999945
DOWN,2020-10-15,2020-10-21,-978.8999999999942
UP,2020-10-21,2020-10-22,-148.8199999999997
DOWN,2020-10-22,2020-10-23,-127.01000000000204
UP,2020-10-23,2020-10-26,-540.0
DOWN,2020-10-26,2020-10-27,-376.59999999999854
UP,2020-10-27,2020-10-30,-908.0299999999988
DOWN,2020-10-30,2020-11-11,-3979.5999999999985
UP,2020-11-11,2020-11-12,-236.47999999999593
DOWN,2020-11-12,2020-11-18,-822.8600000000006
UP,2020-11-18,2020-11-19,-580.0900000000038
DOWN,2020-11-19,2020-11-24,-923.0599999999977
UP,2020-11-24,2020-11-25,-694.9199999999983
DOWN,2020-11-25,2020-11-26,-431.6399999999994
UP,2020-11-26,2020-11-27,-110.0199999999968
DOWN,2020-11-27,2020-12-01,-505.72000000000116
UP,2020-12-01,2020-12-02,-37.400000000001455
DOWN,2020-12-02,2020-12-09,-1485.4599999999991
UP,2020-12-09,2020-12-10,-143.62000000000262
DOWN,2020-12-10,2020-12-18,-1000.810000000005
UP,2020-12-18,2020-12-21,-1406.7300000000032
DOWN,2020-12-21,2021-01-05,-2883.8199999999997
UP,2021-01-05,2021-01-07,-344.4599999999991
DOWN,2021-01-07,2021-01-12,-1423.7900000000009
UP,2021-01-12,2021-01-13,-24.790000000000873
DOWN,2021-01-13,2021-01-14,-91.84000000000378
UP,2021-01-14,2021-01-18,-1019.8900000000067
DOWN,2021-01-18,2021-01-20,-1227.8500000000058
UP,2021-01-20,2021-01-29,-3506.350000000006
DOWN,2021-01-29,2021-02-08,-5063.0
UP,2021-02-08,2021-02-10,-39.37999999999738
DOWN,2021-02-10,2021-02-15,-844.739999999998
UP,2021-02-15,2021-02-22,-2409.8099999999977
DOWN,2021-02-22,2021-02-25,-1294.989999999998
UP,2021-02-25,2021-02-26,-1939.3199999999997
DOWN,2021-02-26,2021-03-03,-2344.6600000000035
UP,2021-03-03,2021-03-05,-1039.3300000000017
DOWN,2021-03-05,2021-03-10,-874.1900000000023
UP,2021-03-10,2021-03-18,-2062.9900000000052
DOWN,2021-03-18,2021-03-19,-641.7200000000012
UP,2021-03-19,2021-03-22,-86.94999999999709
DOWN,2021-03-22,2021-03-23,-280.15000000000146
UP,2021-03-23,2021-03-25,-1611.3199999999997
DOWN,2021-03-25,2021-03-30,-1696.4599999999991
UP,2021-03-30,2021-03-31,-627.4300000000003
DOWN,2021-03-31,2021-04-01,-520.6800000000003
UP,2021-04-01,2021-04-05,-870.510000000002
DOWN,2021-04-05,2021-04-08,-586.8899999999994
UP,2021-04-08,2021-04-12,-1862.8300000000017
DOWN,2021-04-12,2021-04-16,-948.6500000000015
UP,2021-04-16,2021-04-20,-1126.229999999996
DOWN,2021-04-20,2021-04-22,-374.86999999999534
UP,2021-04-22,2021-04-23,-202.22000000000116
DOWN,2021-04-23,2021-04-29,-1887.4900000000052
UP,2021-04-29,2021-05-04,-1512.4300000000003
DOWN,2021-05-04,2021-05-10,-1248.9000000000015
UP,2021-05-10,2021-05-12,-811.6100000000006
DOWN,2021-05-12,2021-05-18,-1502.5299999999988
UP,2021-05-18,2021-05-20,-628.4700000000012
DOWN,2021-05-20,2021-05-24,-1087.0400000000009
UP,2021-05-24,2021-05-25,-14.37000000000262
DOWN,2021-05-25,2021-05-31,-1299.9100000000035
UP,2021-05-31,2021-06-02,-87.95999999999913
DOWN,2021-06-02,2021-06-03,-382.9499999999971
