Trend,Start Date,End Date,Duration (days),RSI Start,RSI End,Next Start Date,Gap Days
DOWN,2010-01-21,2010-01-21,1,,,2010-01-21,0.0
DOWN,2010-01-21,2010-01-27,7,,,2010-01-27,0.0
DOWN,2010-01-27,2010-01-29,3,,,2010-01-29,0.0
UP,2010-01-29,2010-02-02,5,,,2010-02-02,0.0
DOWN,2010-02-02,2010-02-03,2,,,2010-02-03,0.0
UP,2010-02-03,2010-02-05,3,,,2010-02-05,0.0
DOWN,2010-02-05,2010-02-09,5,,28.19,2010-02-09,0.0
UP,2010-02-09,2010-02-10,2,28.19,26.8,2010-02-10,0.0
DOWN,2010-02-10,2010-02-11,2,26.8,35.7,2010-02-11,0.0
UP,2010-02-11,2010-02-15,5,35.7,35.2,2010-02-15,0.0
DOWN,2010-02-15,2010-02-17,3,35.2,52.55,2010-02-17,0.0
UP,2010-02-17,2010-02-19,3,52.55,46.81,2010-02-19,0.0
DOWN,2010-02-19,2010-02-23,5,46.81,45.11,2010-02-23,0.0
UP,2010-02-23,2010-02-25,3,45.11,65.75,2010-02-25,0.0
DOWN,2010-02-25,2010-03-03,7,65.75,74.37,2010-03-03,0.0
UP,2010-03-03,2010-03-04,2,74.37,78.01,2010-03-04,0.0
DOWN,2010-03-04,2010-03-08,5,78.01,82.06,2010-03-08,0.0
UP,2010-03-08,2010-03-09,2,82.06,77.14,2010-03-09,0.0
DOWN,2010-03-09,2010-03-11,3,77.14,81.5,2010-03-11,0.0
UP,2010-03-11,2010-03-15,5,81.5,90.18,2010-03-15,0.0
DOWN,2010-03-15,2010-03-19,5,90.18,93.8,2010-03-19,0.0
UP,2010-03-19,2010-03-22,4,93.8,78.08,2010-03-22,0.0
DOWN,2010-03-22,2010-03-29,8,78.08,78.98,2010-03-29,0.0
UP,2010-03-29,2010-03-31,3,78.98,68.87,2010-03-31,0.0
DOWN,2010-03-31,2010-04-07,8,68.87,72.76,2010-04-07,0.0
UP,2010-04-07,2010-04-08,2,72.76,57.8,2010-04-08,0.0
DOWN,2010-04-08,2010-04-09,2,57.8,62.71,2010-04-09,0.0
UP,2010-04-09,2010-04-19,11,62.71,42.82,2010-04-19,0.0
DOWN,2010-04-19,2010-04-26,8,42.82,43.13,2010-04-26,0.0
UP,2010-04-26,2010-04-28,3,43.13,32.82,2010-04-28,0.0
DOWN,2010-04-28,2010-04-30,3,32.82,36.82,2010-04-30,0.0
UP,2010-04-30,2010-05-07,8,36.82,31.18,2010-05-07,0.0
DOWN,2010-05-07,2010-05-10,4,31.18,47.02,2010-05-10,0.0
UP,2010-05-10,2010-05-11,2,47.02,42.98,2010-05-11,0.0
DOWN,2010-05-11,2010-05-13,3,42.98,40.52,2010-05-13,0.0
UP,2010-05-13,2010-05-17,5,40.52,33.45,2010-05-17,0.0
DOWN,2010-05-17,2010-05-18,2,33.45,39.1,2010-05-18,0.0
UP,2010-05-18,2010-05-19,2,39.1,29.4,2010-05-19,0.0
DOWN,2010-05-19,2010-05-20,2,29.4,30.85,2010-05-20,0.0
UP,2010-05-20,2010-05-21,2,30.85,32.02,2010-05-21,0.0
DOWN,2010-05-21,2010-05-24,4,32.02,36.03,2010-05-24,0.0
UP,2010-05-24,2010-05-25,2,36.03,30.89,2010-05-25,0.0
DOWN,2010-05-25,2010-05-31,7,30.89,46.27,2010-05-31,0.0
UP,2010-05-31,2010-06-01,2,46.27,39.46,2010-06-01,0.0
DOWN,2010-06-01,2010-06-04,4,39.46,54.7,2010-06-04,0.0
UP,2010-06-04,2010-06-08,5,54.7,53.48,2010-06-08,0.0
DOWN,2010-06-08,2010-06-17,10,53.48,65.07,2010-06-17,0.0
UP,2010-06-17,2010-06-18,2,65.07,62.71,2010-06-18,0.0
DOWN,2010-06-18,2010-06-21,4,62.71,77.21,2010-06-21,0.0
UP,2010-06-21,2010-06-22,2,77.21,71.4,2010-06-22,0.0
DOWN,2010-06-22,2010-06-23,2,71.4,67.63,2010-06-23,0.0
UP,2010-06-23,2010-06-25,3,67.63,71.68,2010-06-25,0.0
DOWN,2010-06-25,2010-06-28,4,71.68,81.02,2010-06-28,0.0
UP,2010-06-28,2010-06-29,2,81.02,71.22,2010-06-29,0.0
DOWN,2010-06-29,2010-06-30,2,71.22,69.79,2010-06-30,0.0
UP,2010-06-30,2010-07-05,6,69.79,50.82,2010-07-05,0.0
DOWN,2010-07-05,2010-07-06,2,50.82,54.08,2010-07-06,0.0
UP,2010-07-06,2010-07-07,2,54.08,46.06,2010-07-07,0.0
DOWN,2010-07-07,2010-07-13,7,46.06,56.12,2010-07-13,0.0
UP,2010-07-13,2010-07-15,3,56.12,59.44,2010-07-15,0.0
DOWN,2010-07-15,2010-07-16,2,59.44,55.6,2010-07-16,0.0
UP,2010-07-16,2010-07-20,5,55.6,56.86,2010-07-20,0.0
DOWN,2010-07-20,2010-07-23,4,56.86,76.84,2010-07-23,0.0
UP,2010-07-23,2010-07-26,4,76.84,66.59,2010-07-26,0.0
DOWN,2010-07-26,2010-07-27,2,66.59,76.68,2010-07-27,0.0
UP,2010-07-27,2010-07-28,2,76.68,64.2,2010-07-28,0.0
DOWN,2010-07-28,2010-07-29,2,64.2,58.53,2010-07-29,0.0
UP,2010-07-29,2010-07-30,2,58.53,46.37,2010-07-30,0.0
DOWN,2010-07-30,2010-08-04,6,46.37,63.13,2010-08-04,0.0
UP,2010-08-04,2010-08-06,3,63.13,59.19,2010-08-06,0.0
DOWN,2010-08-06,2010-08-09,4,59.19,66.17,2010-08-09,0.0
UP,2010-08-09,2010-08-11,3,66.17,48.28,2010-08-11,0.0
DOWN,2010-08-11,2010-08-13,3,48.28,56.04,2010-08-13,0.0
UP,2010-08-13,2010-08-17,5,56.04,53.95,2010-08-17,0.0
DOWN,2010-08-17,2010-08-19,3,53.95,70.88,2010-08-19,0.0
UP,2010-08-19,2010-08-20,2,70.88,62.88,2010-08-20,0.0
DOWN,2010-08-20,2010-08-23,4,62.88,62.08,2010-08-23,0.0
UP,2010-08-23,2010-08-25,3,62.08,50.26,2010-08-25,0.0
DOWN,2010-08-25,2010-08-26,2,50.26,53.12,2010-08-26,0.0
UP,2010-08-26,2010-08-27,2,53.12,39.7,2010-08-27,0.0
DOWN,2010-08-27,2010-08-30,4,39.7,43.14,2010-08-30,0.0
UP,2010-08-30,2010-08-31,2,43.14,46.13,2010-08-31,0.0
DOWN,2010-08-31,2010-09-02,3,46.13,52.46,2010-09-02,0.0
UP,2010-09-02,2010-09-03,2,52.46,56.31,2010-09-03,0.0
DOWN,2010-09-03,2010-09-15,13,56.31,84.19,2010-09-15,0.0
UP,2010-09-15,2010-09-16,2,84.19,80.2,2010-09-16,0.0
DOWN,2010-09-16,2010-09-21,6,80.2,95.46,2010-09-21,0.0
UP,2010-09-21,2010-09-23,3,95.46,88.51,2010-09-23,0.0
DOWN,2010-09-23,2010-09-27,5,88.51,88.78,2010-09-27,0.0
UP,2010-09-27,2010-09-29,3,88.78,81.27,2010-09-29,0.0
DOWN,2010-09-29,2010-10-04,6,81.27,79.69,2010-10-04,0.0
UP,2010-10-04,2010-10-05,2,79.69,74.96,2010-10-05,0.0
DOWN,2010-10-05,2010-10-06,2,74.96,80.18,2010-10-06,0.0
UP,2010-10-06,2010-10-08,3,80.18,60.31,2010-10-08,0.0
DOWN,2010-10-08,2010-10-11,4,60.31,60.17,2010-10-11,0.0
UP,2010-10-11,2010-10-12,2,60.17,57.52,2010-10-12,0.0
DOWN,2010-10-12,2010-10-13,2,57.52,69.29,2010-10-13,0.0
UP,2010-10-13,2010-10-15,3,69.29,50.16,2010-10-15,0.0
DOWN,2010-10-15,2010-10-18,4,50.16,51.29,2010-10-18,0.0
UP,2010-10-18,2010-10-20,3,51.29,46.09,2010-10-20,0.0
DOWN,2010-10-20,2010-10-21,2,46.09,46.35,2010-10-21,0.0
UP,2010-10-21,2010-10-22,2,46.35,44.03,2010-10-22,0.0
DOWN,2010-10-22,2010-10-25,4,44.03,48.04,2010-10-25,0.0
UP,2010-10-25,2010-10-28,4,48.04,44.05,2010-10-28,0.0
DOWN,2010-10-28,2010-11-01,5,44.05,52.73,2010-11-01,0.0
UP,2010-11-01,2010-11-02,2,52.73,42.59,2010-11-02,0.0
DOWN,2010-11-02,2010-11-05,4,42.59,67.69,2010-11-05,0.0
UP,2010-11-05,2010-11-08,4,67.69,68.65,2010-11-08,0.0
DOWN,2010-11-08,2010-11-09,2,68.65,73.06,2010-11-09,0.0
UP,2010-11-09,2010-11-12,4,73.06,47.02,2010-11-12,0.0
DOWN,2010-11-12,2010-11-15,4,47.02,51.75,2010-11-15,0.0
UP,2010-11-15,2010-11-16,2,51.75,47.45,2010-11-16,0.0
DOWN,2010-11-16,2010-11-18,3,47.45,49.81,2010-11-18,0.0
UP,2010-11-18,2010-11-19,2,49.81,42.57,2010-11-19,0.0
DOWN,2010-11-19,2010-11-22,4,42.57,43.49,2010-11-22,0.0
UP,2010-11-22,2010-11-26,5,43.49,20.89,2010-11-26,0.0
DOWN,2010-11-26,2010-12-02,7,20.89,41.45,2010-12-02,0.0
UP,2010-12-02,2010-12-03,2,41.45,46.92,2010-12-03,0.0
DOWN,2010-12-03,2010-12-06,4,46.92,44.42,2010-12-06,0.0
UP,2010-12-06,2010-12-09,4,44.42,43.93,2010-12-09,0.0
DOWN,2010-12-09,2010-12-14,6,43.93,56.75,2010-12-14,0.0
UP,2010-12-14,2010-12-15,2,56.75,56.53,2010-12-15,0.0
DOWN,2010-12-15,2010-12-21,7,56.53,61.37,2010-12-21,0.0
UP,2010-12-21,2010-12-23,3,61.37,49.75,2010-12-23,0.0
DOWN,2010-12-23,2010-12-24,2,49.75,52.61,2010-12-24,0.0
UP,2010-12-24,2010-12-28,5,52.61,52.24,2010-12-28,0.0
DOWN,2010-12-28,2011-01-03,7,52.24,80.53,2011-01-03,0.0
UP,2011-01-03,2011-01-11,9,80.53,30.23,2011-01-11,0.0
DOWN,2011-01-11,2011-01-12,2,30.23,40.56,2011-01-12,0.0
UP,2011-01-12,2011-01-14,3,40.56,29.96,2011-01-14,0.0
DOWN,2011-01-14,2011-01-18,5,29.96,30.02,2011-01-18,0.0
UP,2011-01-18,2011-01-19,2,30.02,25.62,2011-01-19,0.0
DOWN,2011-01-19,2011-01-20,2,25.62,24.27,2011-01-20,0.0
UP,2011-01-20,2011-01-21,2,24.27,22.54,2011-01-21,0.0
DOWN,2011-01-21,2011-01-24,4,22.54,26.85,2011-01-24,0.0
UP,2011-01-24,2011-02-01,9,26.85,28.55,2011-02-01,0.0
DOWN,2011-02-01,2011-02-03,3,28.55,35.18,2011-02-03,0.0
UP,2011-02-03,2011-02-04,2,35.18,33.57,2011-02-04,0.0
DOWN,2011-02-04,2011-02-07,4,33.57,33.75,2011-02-07,0.0
UP,2011-02-07,2011-02-10,4,33.75,21.55,2011-02-10,0.0
DOWN,2011-02-10,2011-02-17,8,21.55,51.92,2011-02-17,0.0
UP,2011-02-17,2011-02-18,2,51.92,48.13,2011-02-18,0.0
DOWN,2011-02-18,2011-02-21,4,48.13,56.85,2011-02-21,0.0
UP,2011-02-21,2011-02-24,4,56.85,43.68,2011-02-24,0.0
DOWN,2011-02-24,2011-03-03,8,43.68,65.9,2011-03-03,0.0
UP,2011-03-03,2011-03-07,5,65.9,50.37,2011-03-07,0.0
DOWN,2011-03-07,2011-03-09,3,50.37,52.91,2011-03-09,0.0
UP,2011-03-09,2011-03-11,3,52.91,49.31,2011-03-11,0.0
DOWN,2011-03-11,2011-03-14,4,49.31,50.02,2011-03-14,0.0
UP,2011-03-14,2011-03-15,2,50.02,47.76,2011-03-15,0.0
DOWN,2011-03-15,2011-03-16,2,47.76,53.07,2011-03-16,0.0
UP,2011-03-16,2011-03-21,6,53.07,50.29,2011-03-21,0.0
DOWN,2011-03-21,2011-03-31,11,50.29,72.27,2011-03-31,0.0
UP,2011-03-31,2011-04-01,2,72.27,68.77,2011-04-01,0.0
DOWN,2011-04-01,2011-04-04,4,68.77,79.24,2011-04-04,0.0
UP,2011-04-04,2011-04-11,8,79.24,78.93,2011-04-11,0.0
DOWN,2011-04-11,2011-04-13,3,78.93,80.82,2011-04-13,0.0
UP,2011-04-13,2011-04-18,6,80.82,55.7,2011-04-18,0.0
DOWN,2011-04-18,2011-04-21,4,55.7,56.36,2011-04-21,0.0
UP,2011-04-21,2011-05-05,15,56.36,20.37,2011-05-05,0.0
DOWN,2011-05-05,2011-05-09,5,20.37,37.34,2011-05-09,0.0
UP,2011-05-09,2011-05-10,2,37.34,36.2,2011-05-10,0.0
DOWN,2011-05-10,2011-05-11,2,36.2,27.04,2011-05-11,0.0
UP,2011-05-11,2011-05-12,2,27.04,19.07,2011-05-12,0.0
DOWN,2011-05-12,2011-05-13,2,19.07,26.34,2011-05-13,0.0
UP,2011-05-13,2011-05-18,6,26.34,24.65,2011-05-18,0.0
DOWN,2011-05-18,2011-05-20,3,24.65,35.54,2011-05-20,0.0
UP,2011-05-20,2011-05-23,4,35.54,37.66,2011-05-23,0.0
DOWN,2011-05-23,2011-05-24,2,37.66,39.35,2011-05-24,0.0
UP,2011-05-24,2011-05-25,2,39.35,41.15,2011-05-25,0.0
DOWN,2011-05-25,2011-05-27,3,41.15,43.9,2011-05-27,0.0
UP,2011-05-27,2011-05-30,4,43.9,43.53,2011-05-30,0.0
DOWN,2011-05-30,2011-06-01,3,43.53,56.13,2011-06-01,0.0
UP,2011-06-01,2011-06-03,3,56.13,50.76,2011-06-03,0.0
DOWN,2011-06-03,2011-06-07,5,50.76,60.57,2011-06-07,0.0
UP,2011-06-07,2011-06-13,7,60.57,58.06,2011-06-13,0.0
DOWN,2011-06-13,2011-06-14,2,58.06,65.87,2011-06-14,0.0
UP,2011-06-14,2011-06-20,7,65.87,17.46,2011-06-20,0.0
DOWN,2011-06-20,2011-06-21,2,17.46,14.56,2011-06-21,0.0
UP,2011-06-21,2011-06-22,2,14.56,15.67,2011-06-22,0.0
DOWN,2011-06-22,2011-06-30,9,15.67,63.09,2011-06-30,0.0
UP,2011-06-30,2011-07-01,2,63.09,60.86,2011-07-01,0.0
DOWN,2011-07-01,2011-07-04,4,60.86,61.02,2011-07-04,0.0
UP,2011-07-04,2011-07-06,3,61.02,67.99,2011-07-06,0.0
DOWN,2011-07-06,2011-07-07,2,67.99,76.3,2011-07-07,0.0
UP,2011-07-07,2011-07-12,6,76.3,66.98,2011-07-12,0.0
DOWN,2011-07-12,2011-07-14,3,66.98,59.2,2011-07-14,0.0
UP,2011-07-14,2011-07-18,5,59.2,50.38,2011-07-18,0.0
DOWN,2011-07-18,2011-07-19,2,50.38,48.92,2011-07-19,0.0
UP,2011-07-19,2011-07-21,3,48.92,41.12,2011-07-21,0.0
DOWN,2011-07-21,2011-07-25,5,41.12,52.94,2011-07-25,0.0
UP,2011-07-25,2011-07-29,5,52.94,37.53,2011-07-29,0.0
DOWN,2011-07-29,2011-08-01,4,37.53,47.45,2011-08-01,0.0
UP,2011-08-01,2011-08-09,9,47.45,20.09,2011-08-09,0.0
DOWN,2011-08-09,2011-08-10,2,20.09,27.91,2011-08-10,0.0
UP,2011-08-10,2011-08-16,7,27.91,15.18,2011-08-16,0.0
DOWN,2011-08-16,2011-08-17,2,15.18,19.28,2011-08-17,0.0
UP,2011-08-17,2011-08-19,3,19.28,16.35,2011-08-19,0.0
DOWN,2011-08-19,2011-08-23,5,16.35,23.92,2011-08-23,0.0
UP,2011-08-23,2011-08-26,4,23.92,25.18,2011-08-26,0.0
DOWN,2011-08-26,2011-09-02,8,25.18,45.15,2011-09-02,0.0
UP,2011-09-02,2011-09-05,4,45.15,44.63,2011-09-05,0.0
DOWN,2011-09-05,2011-09-08,4,44.63,55.01,2011-09-08,0.0
UP,2011-09-08,2011-09-13,6,55.01,52.07,2011-09-13,0.0
DOWN,2011-09-13,2011-09-16,4,52.07,63.15,2011-09-16,0.0
UP,2011-09-16,2011-09-19,4,63.15,65.53,2011-09-19,0.0
DOWN,2011-09-19,2011-09-20,2,65.53,62.78,2011-09-20,0.0
UP,2011-09-20,2011-09-26,7,62.78,36.73,2011-09-26,0.0
DOWN,2011-09-26,2011-09-27,2,36.73,41.87,2011-09-27,0.0
UP,2011-09-27,2011-09-28,2,41.87,39.12,2011-09-28,0.0
DOWN,2011-09-28,2011-09-29,2,39.12,47.41,2011-09-29,0.0
UP,2011-09-29,2011-10-05,7,47.41,33.85,2011-10-05,0.0
DOWN,2011-10-05,2011-10-10,6,33.85,47.57,2011-10-10,0.0
UP,2011-10-10,2011-10-11,2,47.57,42.06,2011-10-11,0.0
DOWN,2011-10-11,2011-10-12,2,42.06,48.64,2011-10-12,0.0
UP,2011-10-12,2011-10-13,2,48.64,57.92,2011-10-13,0.0
DOWN,2011-10-13,2011-10-14,2,57.92,63.95,2011-10-14,0.0
UP,2011-10-14,2011-10-18,5,63.95,53.68,2011-10-18,0.0
DOWN,2011-10-18,2011-10-19,2,53.68,59.66,2011-10-19,0.0
UP,2011-10-19,2011-10-21,3,59.66,55.33,2011-10-21,0.0
DOWN,2011-10-21,2011-10-28,8,55.33,75.94,2011-10-28,0.0
UP,2011-10-28,2011-11-02,6,75.94,59.73,2011-11-02,0.0
DOWN,2011-11-02,2011-11-08,7,59.73,61.45,2011-11-08,0.0
UP,2011-11-08,2011-11-21,14,61.45,5.06,2011-11-21,0.0
DOWN,2011-11-21,2011-11-22,2,5.06,10.73,2011-11-22,0.0
UP,2011-11-22,2011-11-23,2,10.73,10.05,2011-11-23,0.0
DOWN,2011-11-23,2011-11-24,2,10.05,16.13,2011-11-24,0.0
UP,2011-11-24,2011-11-25,2,16.13,14.52,2011-11-25,0.0
DOWN,2011-11-25,2011-11-28,4,14.52,26.01,2011-11-28,0.0
UP,2011-11-28,2011-11-29,2,26.01,24.49,2011-11-29,0.0
DOWN,2011-11-29,2011-12-02,4,24.49,46.06,2011-12-02,0.0
UP,2011-12-02,2011-12-05,4,46.06,48.81,2011-12-05,0.0
DOWN,2011-12-05,2011-12-07,3,48.81,51.57,2011-12-07,0.0
UP,2011-12-07,2011-12-12,6,51.57,48.88,2011-12-12,0.0
DOWN,2011-12-12,2011-12-13,2,48.88,49.08,2011-12-13,0.0
UP,2011-12-13,2011-12-20,8,49.08,35.72,2011-12-20,0.0
DOWN,2011-12-20,2011-12-22,3,35.72,39.13,2011-12-22,0.0
UP,2011-12-22,2011-12-23,2,39.13,30.16,2011-12-23,0.0
DOWN,2011-12-23,2011-12-26,4,30.16,36.01,2011-12-26,0.0
UP,2011-12-26,2011-12-30,5,36.01,41.42,2011-12-30,0.0
DOWN,2011-12-30,2012-01-03,5,41.42,51.1,2012-01-03,0.0
UP,2012-01-03,2012-01-05,3,51.1,57.8,2012-01-05,0.0
DOWN,2012-01-05,2012-01-06,2,57.8,60.89,2012-01-06,0.0
UP,2012-01-06,2012-01-09,4,60.89,54.1,2012-01-09,0.0
DOWN,2012-01-09,2012-01-11,3,54.1,62.57,2012-01-11,0.0
UP,2012-01-11,2012-01-12,2,62.57,52.03,2012-01-12,0.0
DOWN,2012-01-12,2012-01-17,6,52.03,77.99,2012-01-17,0.0
UP,2012-01-17,2012-01-18,2,77.99,81.68,2012-01-18,0.0
DOWN,2012-01-18,2012-01-27,10,81.68,89.37,2012-01-27,0.0
UP,2012-01-27,2012-01-30,4,89.37,75.02,2012-01-30,0.0
DOWN,2012-01-30,2012-02-06,8,75.02,83.17,2012-02-06,0.0
UP,2012-02-06,2012-02-07,2,83.17,77.58,2012-02-07,0.0
DOWN,2012-02-07,2012-02-09,3,77.58,78.29,2012-02-09,0.0
UP,2012-02-09,2012-02-10,2,78.29,74.21,2012-02-10,0.0
DOWN,2012-02-10,2012-02-15,6,74.21,75.57,2012-02-15,0.0
UP,2012-02-15,2012-02-16,2,75.57,71.99,2012-02-16,0.0
DOWN,2012-02-16,2012-02-21,6,71.99,87.07,2012-02-21,0.0
UP,2012-02-21,2012-02-27,7,87.07,43.87,2012-02-27,0.0
DOWN,2012-02-27,2012-02-29,3,43.87,51.0,2012-02-29,0.0
UP,2012-02-29,2012-03-01,2,51.0,44.68,2012-03-01,0.0
DOWN,2012-03-01,2012-03-03,3,44.68,47.0,2012-03-03,0.0
UP,2012-03-03,2012-03-07,5,47.0,27.86,2012-03-07,0.0
DOWN,2012-03-07,2012-03-14,8,27.86,46.72,2012-03-14,0.0
UP,2012-03-14,2012-03-19,6,46.72,39.38,2012-03-19,0.0
DOWN,2012-03-19,2012-03-21,3,39.38,50.39,2012-03-21,0.0
UP,2012-03-21,2012-03-22,2,50.39,41.68,2012-03-22,0.0
DOWN,2012-03-22,2012-03-23,2,41.68,45.1,2012-03-23,0.0
UP,2012-03-23,2012-03-26,4,45.1,44.55,2012-03-26,0.0
DOWN,2012-03-26,2012-03-27,2,44.55,51.47,2012-03-27,0.0
UP,2012-03-27,2012-03-29,3,51.47,41.68,2012-03-29,0.0
DOWN,2012-03-29,2012-04-03,6,41.68,44.24,2012-04-03,0.0
UP,2012-04-03,2012-04-09,7,44.24,45.51,2012-04-09,0.0
DOWN,2012-04-09,2012-04-10,2,45.51,49.42,2012-04-10,0.0
UP,2012-04-10,2012-04-11,2,49.42,47.71,2012-04-11,0.0
DOWN,2012-04-11,2012-04-12,2,47.71,44.39,2012-04-12,0.0
UP,2012-04-12,2012-04-13,2,44.39,47.71,2012-04-13,0.0
DOWN,2012-04-13,2012-04-19,7,47.71,60.48,2012-04-19,0.0
UP,2012-04-19,2012-04-23,5,60.48,41.56,2012-04-23,0.0
DOWN,2012-04-23,2012-04-24,2,41.56,42.71,2012-04-24,0.0
UP,2012-04-24,2012-04-26,3,42.71,39.58,2012-04-26,0.0
DOWN,2012-04-26,2012-04-30,5,39.58,53.82,2012-04-30,0.0
UP,2012-04-30,2012-05-04,5,53.82,40.15,2012-05-04,0.0
DOWN,2012-05-04,2012-05-07,4,40.15,35.13,2012-05-07,0.0
UP,2012-05-07,2012-05-14,8,35.13,17.62,2012-05-14,0.0
DOWN,2012-05-14,2012-05-15,2,17.62,24.08,2012-05-15,0.0
UP,2012-05-15,2012-05-16,2,24.08,20.49,2012-05-16,0.0
DOWN,2012-05-16,2012-05-21,6,20.49,18.97,2012-05-21,0.0
UP,2012-05-21,2012-05-23,3,18.97,18.3,2012-05-23,0.0
DOWN,2012-05-23,2012-05-24,2,18.3,33.56,2012-05-24,0.0
UP,2012-05-24,2012-05-25,2,33.56,30.42,2012-05-25,0.0
DOWN,2012-05-25,2012-05-29,5,30.42,48.69,2012-05-29,0.0
UP,2012-05-29,2012-06-01,4,48.69,42.93,2012-06-01,0.0
DOWN,2012-06-01,2012-06-08,8,42.93,63.65,2012-06-08,0.0
UP,2012-06-08,2012-06-11,4,63.65,67.29,2012-06-11,0.0
