Trend,Start Date,End Date,Duration (days),RSI Start,RSI End,Next Start Date,Gap Days
DOWN,2012-06-11,2012-06-13,3,67.29,69.18,2012-06-13,0.0
UP,2012-06-13,2012-06-14,2,69.18,62.02,2012-06-14,0.0
DOWN,2012-06-14,2012-06-15,2,62.02,63.41,2012-06-15,0.0
UP,2012-06-15,2012-06-18,4,63.41,56.05,2012-06-18,0.0
DOWN,2012-06-18,2012-06-21,4,56.05,75.88,2012-06-21,0.0
UP,2012-06-21,2012-06-25,5,75.88,69.97,2012-06-25,0.0
DOWN,2012-06-25,2012-06-29,5,69.97,69.48,2012-06-29,0.0
UP,2012-06-29,2012-07-02,4,69.48,64.96,2012-07-02,0.0
DOWN,2012-07-02,2012-07-05,4,64.96,70.45,2012-07-05,0.0
UP,2012-07-05,2012-07-09,5,70.45,72.39,2012-07-09,0.0
DOWN,2012-07-09,2012-07-10,2,72.39,76.19,2012-07-10,0.0
UP,2012-07-10,2012-07-16,7,76.19,56.22,2012-07-16,0.0
DOWN,2012-07-16,2012-07-19,4,56.22,43.88,2012-07-19,0.0
UP,2012-07-19,2012-07-23,5,43.88,32.63,2012-07-23,0.0
DOWN,2012-07-23,2012-07-24,2,32.63,32.78,2012-07-24,0.0
UP,2012-07-24,2012-07-26,3,32.78,25.06,2012-07-26,0.0
DOWN,2012-07-26,2012-08-01,7,25.06,50.76,2012-08-01,0.0
UP,2012-08-01,2012-08-03,3,50.76,53.01,2012-08-03,0.0
DOWN,2012-08-03,2012-08-07,5,53.01,61.0,2012-08-07,0.0
UP,2012-08-07,2012-08-10,4,61.0,73.56,2012-08-10,0.0
DOWN,2012-08-10,2012-08-14,5,73.56,79.37,2012-08-14,0.0
UP,2012-08-14,2012-08-16,3,79.37,87.23,2012-08-16,0.0
DOWN,2012-08-16,2012-08-21,6,87.23,84.0,2012-08-21,0.0
UP,2012-08-21,2012-08-22,2,84.0,79.46,2012-08-22,0.0
DOWN,2012-08-22,2012-08-23,2,79.46,79.1,2012-08-23,0.0
UP,2012-08-23,2012-08-29,7,79.1,43.93,2012-08-29,0.0
DOWN,2012-08-29,2012-08-30,2,43.93,46.94,2012-08-30,0.0
UP,2012-08-30,2012-09-03,5,46.94,41.97,2012-09-03,0.0
DOWN,2012-09-03,2012-09-04,2,41.97,40.91,2012-09-04,0.0
UP,2012-09-04,2012-09-05,2,40.91,31.01,2012-09-05,0.0
DOWN,2012-09-05,2012-09-17,13,31.01,82.43,2012-09-17,0.0
UP,2012-09-17,2012-09-20,4,82.43,77.85,2012-09-20,0.0
DOWN,2012-09-20,2012-09-21,2,77.85,84.05,2012-09-21,0.0
UP,2012-09-21,2012-09-24,4,84.05,80.32,2012-09-24,0.0
DOWN,2012-09-24,2012-09-25,2,80.32,85.85,2012-09-25,0.0
UP,2012-09-25,2012-09-27,3,85.85,76.81,2012-09-27,0.0
DOWN,2012-09-27,2012-10-04,8,76.81,78.86,2012-10-04,0.0
UP,2012-10-04,2012-10-08,5,78.86,57.12,2012-10-08,0.0
DOWN,2012-10-08,2012-10-09,2,57.12,57.28,2012-10-09,0.0
UP,2012-10-09,2012-10-10,2,57.28,53.67,2012-10-10,0.0
DOWN,2012-10-10,2012-10-11,2,53.67,62.2,2012-10-11,0.0
UP,2012-10-11,2012-10-12,2,62.2,47.56,2012-10-12,0.0
DOWN,2012-10-12,2012-10-15,4,47.56,51.3,2012-10-15,0.0
UP,2012-10-15,2012-10-16,2,51.3,46.5,2012-10-16,0.0
DOWN,2012-10-16,2012-10-18,3,46.5,56.01,2012-10-18,0.0
UP,2012-10-18,2012-10-19,2,56.01,47.62,2012-10-19,0.0
DOWN,2012-10-19,2012-10-22,4,47.62,49.13,2012-10-22,0.0
UP,2012-10-22,2012-10-23,2,49.13,45.52,2012-10-23,0.0
DOWN,2012-10-23,2012-10-25,3,45.52,40.87,2012-10-25,0.0
UP,2012-10-25,2012-10-26,2,40.87,40.53,2012-10-26,0.0
DOWN,2012-10-26,2012-10-29,4,40.53,47.45,2012-10-29,0.0
UP,2012-10-29,2012-10-30,2,47.45,38.35,2012-10-30,0.0
DOWN,2012-10-30,2012-11-07,9,38.35,60.77,2012-11-07,0.0
UP,2012-11-07,2012-11-16,10,60.77,37.66,2012-11-16,0.0
DOWN,2012-11-16,2012-11-19,4,37.66,38.58,2012-11-19,0.0
UP,2012-11-19,2012-11-20,2,38.58,45.4,2012-11-20,0.0
DOWN,2012-11-20,2012-11-22,3,45.4,48.09,2012-11-22,0.0
UP,2012-11-22,2012-11-23,2,48.09,37.28,2012-11-23,0.0
DOWN,2012-11-23,2012-11-30,8,37.28,65.35,2012-11-30,0.0
UP,2012-11-30,2012-12-03,4,65.35,71.0,2012-12-03,0.0
DOWN,2012-12-03,2012-12-06,4,71.0,85.03,2012-12-06,0.0
UP,2012-12-06,2012-12-13,8,85.03,77.01,2012-12-13,0.0
DOWN,2012-12-13,2012-12-14,2,77.01,79.06,2012-12-14,0.0
UP,2012-12-14,2012-12-17,4,79.06,74.61,2012-12-17,0.0
DOWN,2012-12-17,2012-12-19,3,74.61,64.74,2012-12-19,0.0
UP,2012-12-19,2012-12-21,3,64.74,47.03,2012-12-21,0.0
DOWN,2012-12-21,2012-12-26,6,47.03,51.11,2012-12-26,0.0
UP,2012-12-26,2012-12-27,2,51.11,42.93,2012-12-27,0.0
DOWN,2012-12-27,2012-12-28,2,42.93,50.86,2012-12-28,0.0
UP,2012-12-28,2012-12-31,4,50.86,50.7,2012-12-31,0.0
DOWN,2012-12-31,2013-01-04,5,50.7,67.9,2013-01-04,0.0
UP,2013-01-04,2013-01-07,4,67.9,66.88,2013-01-07,0.0
DOWN,2013-01-07,2013-01-08,2,66.88,65.05,2013-01-08,0.0
UP,2013-01-08,2013-01-10,3,65.05,58.73,2013-01-10,0.0
DOWN,2013-01-10,2013-01-15,6,58.73,75.06,2013-01-15,0.0
UP,2013-01-15,2013-01-16,2,75.06,70.38,2013-01-16,0.0
DOWN,2013-01-16,2013-01-21,6,70.38,71.66,2013-01-21,0.0
UP,2013-01-21,2013-01-22,2,71.66,61.24,2013-01-22,0.0
DOWN,2013-01-22,2013-01-23,2,61.24,61.06,2013-01-23,0.0
UP,2013-01-23,2013-01-24,2,61.06,55.51,2013-01-24,0.0
DOWN,2013-01-24,2013-01-25,2,55.51,65.21,2013-01-25,0.0
UP,2013-01-25,2013-01-29,5,65.21,62.1,2013-01-29,0.0
DOWN,2013-01-29,2013-01-30,2,62.1,62.63,2013-01-30,0.0
UP,2013-01-30,2013-02-11,13,62.63,23.92,2013-02-11,0.0
DOWN,2013-02-11,2013-02-13,3,23.92,34.19,2013-02-13,0.0
UP,2013-02-13,2013-02-15,3,34.19,16.86,2013-02-15,0.0
DOWN,2013-02-15,2013-02-20,6,16.86,35.93,2013-02-20,0.0
UP,2013-02-20,2013-02-22,3,35.93,29.87,2013-02-22,0.0
DOWN,2013-02-22,2013-02-25,4,29.87,33.62,2013-02-25,0.0
UP,2013-02-25,2013-02-26,2,33.62,25.94,2013-02-26,0.0
DOWN,2013-02-26,2013-02-27,2,25.94,34.45,2013-02-27,0.0
UP,2013-02-27,2013-02-28,2,34.45,30.17,2013-02-28,0.0
DOWN,2013-02-28,2013-03-01,2,30.17,33.1,2013-03-01,0.0
UP,2013-03-01,2013-03-04,4,33.1,27.88,2013-03-04,0.0
DOWN,2013-03-04,2013-03-08,5,27.88,54.28,2013-03-08,0.0
UP,2013-03-08,2013-03-13,6,54.28,50.93,2013-03-13,0.0
DOWN,2013-03-13,2013-03-14,2,50.93,55.78,2013-03-14,0.0
UP,2013-03-14,2013-03-25,12,55.78,38.21,2013-03-25,0.0
DOWN,2013-03-25,2013-04-02,9,38.21,32.61,2013-04-02,0.0
UP,2013-04-02,2013-04-09,8,32.61,20.13,2013-04-09,0.0
DOWN,2013-04-09,2013-04-11,3,20.13,39.9,2013-04-11,0.0
UP,2013-04-11,2013-04-12,2,39.9,35.52,2013-04-12,0.0
DOWN,2013-04-12,2013-04-16,5,35.52,51.39,2013-04-16,0.0
UP,2013-04-16,2013-04-17,2,51.39,50.58,2013-04-17,0.0
DOWN,2013-04-17,2013-04-25,9,50.58,62.7,2013-04-25,0.0
UP,2013-04-25,2013-04-26,2,62.7,67.58,2013-04-26,0.0
DOWN,2013-04-26,2013-05-02,7,67.58,81.76,2013-05-02,0.0
UP,2013-05-02,2013-05-03,2,81.76,74.72,2013-05-03,0.0
DOWN,2013-05-03,2013-05-08,6,74.72,86.76,2013-05-08,0.0
UP,2013-05-08,2013-05-09,2,86.76,81.68,2013-05-09,0.0
DOWN,2013-05-09,2013-05-11,3,81.68,81.26,2013-05-11,0.0
UP,2013-05-11,2013-05-13,3,81.26,62.75,2013-05-13,0.0
DOWN,2013-05-13,2013-05-17,5,62.75,70.59,2013-05-17,0.0
UP,2013-05-17,2013-05-23,7,70.59,50.02,2013-05-23,0.0
DOWN,2013-05-23,2013-05-28,6,50.02,54.81,2013-05-28,0.0
UP,2013-05-28,2013-05-29,2,54.81,51.49,2013-05-29,0.0
DOWN,2013-05-29,2013-05-30,2,51.49,52.11,2013-05-30,0.0
UP,2013-05-30,2013-06-04,6,52.11,32.64,2013-06-04,0.0
DOWN,2013-06-04,2013-06-05,2,32.64,32.22,2013-06-05,0.0
UP,2013-06-05,2013-06-07,3,32.22,29.6,2013-06-07,0.0
DOWN,2013-06-07,2013-06-10,4,29.6,31.85,2013-06-10,0.0
UP,2013-06-10,2013-06-13,4,31.85,28.01,2013-06-13,0.0
DOWN,2013-06-13,2013-06-17,5,28.01,29.5,2013-06-17,0.0
UP,2013-06-17,2013-06-18,2,29.5,28.26,2013-06-18,0.0
DOWN,2013-06-18,2013-06-19,2,28.26,26.7,2013-06-19,0.0
UP,2013-06-19,2013-06-20,2,26.7,25.81,2013-06-20,0.0
DOWN,2013-06-20,2013-06-21,2,25.81,29.67,2013-06-21,0.0
UP,2013-06-21,2013-06-24,4,29.67,27.42,2013-06-24,0.0
DOWN,2013-06-24,2013-06-25,2,27.42,29.51,2013-06-25,0.0
UP,2013-06-25,2013-06-26,2,29.51,29.15,2013-06-26,0.0
DOWN,2013-06-26,2013-07-01,6,29.15,57.38,2013-07-01,0.0
UP,2013-07-01,2013-07-03,3,57.38,55.79,2013-07-03,0.0
DOWN,2013-07-03,2013-07-05,3,55.79,52.98,2013-07-05,0.0
UP,2013-07-05,2013-07-08,4,52.98,51.74,2013-07-08,0.0
DOWN,2013-07-08,2013-07-09,2,51.74,53.22,2013-07-09,0.0
UP,2013-07-09,2013-07-10,2,53.22,60.94,2013-07-10,0.0
DOWN,2013-07-10,2013-07-15,6,60.94,73.49,2013-07-15,0.0
UP,2013-07-15,2013-07-16,2,73.49,70.97,2013-07-16,0.0
DOWN,2013-07-16,2013-07-23,8,70.97,76.47,2013-07-23,0.0
UP,2013-07-23,2013-08-02,11,76.47,25.44,2013-08-02,0.0
DOWN,2013-08-02,2013-08-05,4,25.44,29.19,2013-08-05,0.0
UP,2013-08-05,2013-08-07,3,29.19,10.39,2013-08-07,0.0
DOWN,2013-08-07,2013-08-14,8,10.39,33.3,2013-08-14,0.0
UP,2013-08-14,2013-08-21,8,33.3,25.0,2013-08-21,0.0
DOWN,2013-08-21,2013-08-26,6,25.0,40.96,2013-08-26,0.0
UP,2013-08-26,2013-08-27,2,40.96,34.53,2013-08-27,0.0
DOWN,2013-08-27,2013-09-02,7,34.53,49.25,2013-09-02,0.0
UP,2013-09-02,2013-09-03,2,49.25,38.72,2013-09-03,0.0
DOWN,2013-09-03,2013-09-06,4,38.72,97.15,2013-09-06,0.0
UP,2013-09-06,2013-09-10,5,97.15,50.79,2013-09-10,0.0
DOWN,2013-09-10,2013-09-11,2,50.79,50.95,2013-09-11,0.0
UP,2013-09-11,2013-09-13,3,50.95,50.55,2013-09-13,0.0
DOWN,2013-09-13,2013-09-19,7,50.55,51.03,2013-09-19,0.0
UP,2013-09-19,2013-09-23,5,51.03,50.46,2013-09-23,0.0
DOWN,2013-09-23,2013-09-24,2,50.46,50.77,2013-09-24,0.0
UP,2013-09-24,2013-09-25,2,50.77,50.59,2013-09-25,0.0
DOWN,2013-09-25,2013-09-26,2,50.59,50.42,2013-09-26,0.0
UP,2013-09-26,2013-09-30,5,50.42,37.94,2013-09-30,0.0
DOWN,2013-09-30,2013-10-04,5,37.94,53.24,2013-10-04,0.0
UP,2013-10-04,2013-10-07,4,53.24,52.69,2013-10-07,0.0
DOWN,2013-10-07,2013-10-14,8,52.69,68.55,2013-10-14,0.0
UP,2013-10-14,2013-10-17,4,68.55,63.89,2013-10-17,0.0
DOWN,2013-10-17,2013-10-21,5,63.89,75.5,2013-10-21,0.0
UP,2013-10-21,2013-10-28,8,75.5,69.78,2013-10-28,0.0
DOWN,2013-10-28,2013-11-03,7,69.78,69.0,2013-11-03,0.0
UP,2013-11-03,2013-11-13,11,69.0,35.8,2013-11-13,0.0
DOWN,2013-11-13,2013-11-19,7,35.8,49.07,2013-11-19,0.0
UP,2013-11-19,2013-11-22,4,49.07,30.07,2013-11-22,0.0
DOWN,2013-11-22,2013-11-25,4,30.07,38.68,2013-11-25,0.0
UP,2013-11-25,2013-11-27,3,38.68,41.02,2013-11-27,0.0
DOWN,2013-11-27,2013-12-02,6,41.02,57.49,2013-12-02,0.0
UP,2013-12-02,2013-12-04,3,57.49,59.85,2013-12-04,0.0
DOWN,2013-12-04,2013-12-09,6,59.85,58.61,2013-12-09,0.0
UP,2013-12-09,2013-12-17,9,58.61,54.8,2013-12-17,0.0
DOWN,2013-12-17,2013-12-18,2,54.8,57.62,2013-12-18,0.0
UP,2013-12-18,2013-12-19,2,57.62,47.94,2013-12-19,0.0
DOWN,2013-12-19,2013-12-23,5,47.94,55.42,2013-12-23,0.0
UP,2013-12-23,2013-12-24,2,55.42,57.39,2013-12-24,0.0
DOWN,2013-12-24,2013-12-27,4,57.39,54.77,2013-12-27,0.0
UP,2013-12-27,2013-12-30,4,54.77,44.86,2013-12-30,0.0
DOWN,2013-12-30,2013-12-31,2,44.86,47.57,2013-12-31,0.0
UP,2013-12-31,2014-01-07,8,47.57,52.57,2014-01-07,0.0
DOWN,2014-01-07,2014-01-08,2,52.57,45.22,2014-01-08,0.0
UP,2014-01-08,2014-01-09,2,45.22,50.19,2014-01-09,0.0
DOWN,2014-01-09,2014-01-13,5,50.19,51.32,2014-01-13,0.0
UP,2014-01-13,2014-01-14,2,51.32,50.01,2014-01-14,0.0
DOWN,2014-01-14,2014-01-15,2,50.01,57.14,2014-01-15,0.0
UP,2014-01-15,2014-01-17,3,57.14,47.46,2014-01-17,0.0
DOWN,2014-01-17,2014-01-23,7,47.46,67.13,2014-01-23,0.0
UP,2014-01-23,2014-01-30,8,67.13,43.93,2014-01-30,0.0
DOWN,2014-01-30,2014-01-31,2,43.93,32.62,2014-01-31,0.0
UP,2014-01-31,2014-02-03,4,32.62,29.29,2014-02-03,0.0
DOWN,2014-02-03,2014-02-07,5,29.29,22.95,2014-02-07,0.0
UP,2014-02-07,2014-02-10,4,22.95,19.99,2014-02-10,0.0
DOWN,2014-02-10,2014-02-12,3,19.99,19.55,2014-02-12,0.0
UP,2014-02-12,2014-02-13,2,19.55,19.36,2014-02-13,0.0
DOWN,2014-02-13,2014-02-19,7,19.36,57.86,2014-02-19,0.0
UP,2014-02-19,2014-02-20,2,57.86,50.71,2014-02-20,0.0
DOWN,2014-02-20,2014-02-28,9,50.71,71.73,2014-02-28,0.0
UP,2014-02-28,2014-03-03,4,71.73,66.62,2014-03-03,0.0
DOWN,2014-03-03,2014-03-10,8,66.62,83.57,2014-03-10,0.0
UP,2014-03-10,2014-03-11,2,83.57,78.0,2014-03-11,0.0
DOWN,2014-03-11,2014-03-12,2,78.0,77.38,2014-03-12,0.0
UP,2014-03-12,2014-03-13,2,77.38,81.5,2014-03-13,0.0
DOWN,2014-03-13,2014-03-19,7,81.5,78.71,2014-03-19,0.0
UP,2014-03-19,2014-03-20,2,78.71,72.61,2014-03-20,0.0
DOWN,2014-03-20,2014-03-24,5,72.61,79.96,2014-03-24,0.0
UP,2014-03-24,2014-03-25,2,79.96,78.95,2014-03-25,0.0
DOWN,2014-03-25,2014-04-02,9,78.95,90.34,2014-04-02,0.0
UP,2014-04-02,2014-04-07,6,90.34,72.94,2014-04-07,0.0
DOWN,2014-04-07,2014-04-10,4,72.94,84.89,2014-04-10,0.0
UP,2014-04-10,2014-04-16,7,84.89,57.33,2014-04-16,0.0
DOWN,2014-04-16,2014-04-21,6,57.33,64.94,2014-04-21,0.0
UP,2014-04-21,2014-04-22,2,64.94,62.14,2014-04-22,0.0
DOWN,2014-04-22,2014-04-23,2,62.14,63.65,2014-04-23,0.0
UP,2014-04-23,2014-05-02,10,63.65,51.59,2014-05-02,0.0
DOWN,2014-05-02,2014-05-06,5,51.59,43.64,2014-05-06,0.0
UP,2014-05-06,2014-05-07,2,43.64,41.16,2014-05-07,0.0
DOWN,2014-05-07,2014-05-13,7,41.16,72.73,2014-05-13,0.0
UP,2014-05-13,2014-05-14,2,72.73,71.28,2014-05-14,0.0
DOWN,2014-05-14,2014-05-20,7,71.28,87.96,2014-05-20,0.0
UP,2014-05-20,2014-05-21,2,87.96,86.91,2014-05-21,0.0
DOWN,2014-05-21,2014-05-26,6,86.91,88.78,2014-05-26,0.0
UP,2014-05-26,2014-05-27,2,88.78,89.32,2014-05-27,0.0
DOWN,2014-05-27,2014-05-28,2,89.32,89.27,2014-05-28,0.0
UP,2014-05-28,2014-05-30,3,89.27,67.1,2014-05-30,0.0
DOWN,2014-05-30,2014-06-03,5,67.1,73.57,2014-06-03,0.0
UP,2014-06-03,2014-06-04,2,73.57,70.69,2014-06-04,0.0
DOWN,2014-06-04,2014-06-10,7,70.69,76.75,2014-06-10,0.0
UP,2014-06-10,2014-06-11,2,76.75,72.56,2014-06-11,0.0
DOWN,2014-06-11,2014-06-12,2,72.56,69.88,2014-06-12,0.0
UP,2014-06-12,2014-06-16,5,69.88,63.27,2014-06-16,0.0
DOWN,2014-06-16,2014-06-17,2,63.27,67.62,2014-06-17,0.0
UP,2014-06-17,2014-06-23,7,67.62,53.84,2014-06-23,0.0
DOWN,2014-06-23,2014-06-24,2,53.84,61.11,2014-06-24,0.0
UP,2014-06-24,2014-06-26,3,61.11,42.58,2014-06-26,0.0
DOWN,2014-06-26,2014-07-02,7,42.58,55.04,2014-07-02,0.0
UP,2014-07-02,2014-07-03,2,55.04,62.96,2014-07-03,0.0
DOWN,2014-07-03,2014-07-07,5,62.96,63.12,2014-07-07,0.0
UP,2014-07-07,2014-07-14,8,63.12,42.68,2014-07-14,0.0
DOWN,2014-07-14,2014-07-24,11,42.68,56.21,2014-07-24,0.0
UP,2014-07-24,2014-07-28,5,56.21,59.65,2014-07-28,0.0
DOWN,2014-07-28,2014-07-30,3,59.65,65.45,2014-07-30,0.0
UP,2014-07-30,2014-08-01,3,65.45,60.07,2014-08-01,0.0
DOWN,2014-08-01,2014-08-05,5,60.07,63.84,2014-08-05,0.0
UP,2014-08-05,2014-08-08,4,63.84,44.04,2014-08-08,0.0
DOWN,2014-08-08,2014-08-19,12,44.04,57.67,2014-08-19,0.0
UP,2014-08-19,2014-08-20,2,57.67,54.04,2014-08-20,0.0
DOWN,2014-08-20,2014-09-03,15,54.04,92.77,2014-09-03,0.0
UP,2014-09-03,2014-09-05,3,92.77,83.88,2014-09-05,0.0
DOWN,2014-09-05,2014-09-08,4,83.88,83.95,2014-09-08,0.0
UP,2014-09-08,2014-09-11,4,83.95,71.05,2014-09-11,0.0
DOWN,2014-09-11,2014-09-12,2,71.05,71.16,2014-09-12,0.0
UP,2014-09-12,2014-09-16,5,71.16,51.21,2014-09-16,0.0
DOWN,2014-09-16,2014-09-18,3,51.21,59.54,2014-09-18,0.0
UP,2014-09-18,2014-09-19,2,59.54,54.89,2014-09-19,0.0
DOWN,2014-09-19,2014-09-22,4,54.89,54.18,2014-09-22,0.0
UP,2014-09-22,2014-09-25,4,54.18,39.84,2014-09-25,0.0
DOWN,2014-09-25,2014-09-26,2,39.84,36.72,2014-09-26,0.0
UP,2014-09-26,2014-09-29,4,36.72,37.08,2014-09-29,0.0
DOWN,2014-09-29,2014-09-30,2,37.08,41.15,2014-09-30,0.0
UP,2014-09-30,2014-10-08,9,41.15,38.25,2014-10-08,0.0
DOWN,2014-10-08,2014-10-09,2,38.25,52.91,2014-10-09,0.0
UP,2014-10-09,2014-10-10,2,52.91,43.8,2014-10-10,0.0
DOWN,2014-10-10,2014-10-13,4,43.8,34.16,2014-10-13,0.0
UP,2014-10-13,2014-10-16,4,34.16,26.27,2014-10-16,0.0
DOWN,2014-10-16,2014-10-23,8,26.27,55.14,2014-10-23,0.0
UP,2014-10-23,2014-10-27,5,55.14,52.41,2014-10-27,0.0
DOWN,2014-10-27,2014-10-31,5,52.41,71.37,2014-10-31,0.0
UP,2014-10-31,2014-11-03,4,71.37,80.77,2014-11-03,0.0
DOWN,2014-11-03,2014-11-05,3,80.77,80.53,2014-11-05,0.0
UP,2014-11-05,2014-11-07,3,80.53,80.13,2014-11-07,0.0
DOWN,2014-11-07,2014-11-12,6,80.13,91.98,2014-11-12,0.0
UP,2014-11-12,2014-11-13,2,91.98,87.85,2014-11-13,0.0
DOWN,2014-11-13,2014-11-17,5,87.85,87.59,2014-11-17,0.0
UP,2014-11-17,2014-11-19,3,87.59,84.2,2014-11-19,0.0
DOWN,2014-11-19,2014-11-24,6,84.2,77.18,2014-11-24,0.0
UP,2014-11-24,2014-11-25,2,77.18,68.07,2014-11-25,0.0
DOWN,2014-11-25,2014-11-28,4,68.07,76.11,2014-11-28,0.0
UP,2014-11-28,2014-12-03,6,76.11,65.52,2014-12-03,0.0
DOWN,2014-12-03,2014-12-04,2,65.52,65.82,2014-12-04,0.0
UP,2014-12-04,2014-12-09,6,65.82,44.44,2014-12-09,0.0
DOWN,2014-12-09,2014-12-10,2,44.44,44.42,2014-12-10,0.0
UP,2014-12-10,2014-12-17,8,44.42,16.07,2014-12-17,0.0
DOWN,2014-12-17,2014-12-22,6,16.07,37.77,2014-12-22,0.0
UP,2014-12-22,2014-12-24,3,37.77,30.12,2014-12-24,0.0
DOWN,2014-12-24,2015-01-02,10,30.12,59.58,2015-01-02,0.0
UP,2015-01-02,2015-01-07,6,59.58,53.16,2015-01-07,0.0
DOWN,2015-01-07,2015-01-12,6,53.16,47.94,2015-01-12,0.0
UP,2015-01-12,2015-01-14,3,47.94,52.69,2015-01-14,0.0
DOWN,2015-01-14,2015-01-27,14,52.69,90.15,2015-01-27,0.0
UP,2015-01-27,2015-01-28,2,90.15,92.06,2015-01-28,0.0
DOWN,2015-01-28,2015-01-29,2,92.06,91.39,2015-01-29,0.0
UP,2015-01-29,2015-02-09,12,91.39,49.4,2015-02-09,0.0
